"title","release_year","budget","revenue","rating","num_voted_users","profit_ratio"
"The Glimmer Man",1996,45000000,20400913,5.3,15455,0.453353622222222
"Driven",2001,72000000,32616869,4.5,34435,0.453012069444444
"Criminal",2016,31500000,14268533,6.3,17319,0.452969301587302
"Alice Through the Looking Glass",2016,170000000,76846624,6.4,21352,0.452038964705882
"Light It Up",1999,13000000,5871603,6,3116,0.451661769230769
"Showgirls",1995,45000000,20302961,4.6,49874,0.451176911111111
"Walking with Dinosaurs 3D",2013,80000000,36073232,5.2,8913,0.4509154
"The Black Dahlia",2006,50000000,22518325,5.6,63363,0.4503665
"From Paris with Love",2010,52000000,23324666,6.5,97775,0.448551269230769
"Captain Corelli's Mandolin",2001,57000000,25528495,5.9,28099,0.447868333333333
"Multiplicity",1996,45000000,20101861,6,24757,0.446708022222222
"The Cotton Club",1984,58000000,25900000,6.5,12771,0.446551724137931
"The Work and the Glory",2004,7500000,3347439,6.9,833,0.4463252
"Tristram Shandy: A Cock and Bull Story",2005,2800000,1247453,6.8,11202,0.445518928571429
"The Legend of the Lone Ranger",1981,18000000,8000000,5,1400,0.444444444444444
"Battle of the Year",2013,20000000,8888355,5,7894,0.44441775
"Rabbit Hole",2010,5000000,2221809,7,40618,0.4443618
"Big Trouble in Little China",1986,25000000,11100000,7.3,92464,0.444
"Sucker Punch",2011,82000000,36381716,6.1,197584,0.443679463414634
"Event Horizon",1997,60000000,26616590,6.7,120416,0.443609833333333
"Man on a Ledge",2012,42000000,18600911,6.6,125198,0.442878833333333
"Bulletproof Monk",2003,52000000,23020488,5.5,42324,0.442701692307692
"Sex Drive",2008,19000000,8396942,6.5,72715,0.441944315789474
"Dudley Do-Right",1999,22000000,9694105,3.8,8176,0.440641136363636
"Lords of Dogtown",2005,25000000,11008432,7.1,43903,0.44033728
"The Pledge",2001,45000000,19719930,6.8,42621,0.438220666666667
"Sinbad: Legend of the Seven Seas",2003,60000000,26288320,6.7,36144,0.438138666666667
"Slackers",2002,11000000,4814244,5.3,12437,0.437658545454545
"The Expendables 3",2014,90000000,39292022,6.1,127258,0.436578022222222
"Stop-Loss",2008,25000000,10911750,6.5,17757,0.43647
"The Ice Storm",1997,18000000,7837632,7.5,46396,0.435424
"Universal Soldier: The Return",1999,24000000,10431220,4.1,24216,0.434634166666667
"Hugo",2011,170000000,73820094,7.5,245333,0.434235847058824
"Richard III",1995,6000000,2600000,7.5,11612,0.433333333333333
"Fair Game",2010,22000000,9528092,6.8,38513,0.433095090909091
"The Quiet American",2002,30000000,12987647,7.1,24019,0.432921566666667
"Flushed Away",2006,149000000,64459316,6.7,85086,0.432612859060403
"Thirteen Days",2000,80000000,34566746,7.3,45231,0.432084325
"Your Highness",2011,49900000,21557240,5.6,85237,0.432008817635271
"Zathura: A Space Adventure",2005,65000000,28045540,6.1,67707,0.431469846153846
"Bad Company",2002,70000000,30157016,5.6,39659,0.430814514285714
"Gettysburg",1993,25000000,10769960,7.7,21940,0.4307984
"The Brothers Grimm",2005,88000000,37899638,5.9,98472,0.430677704545455
"The Producers",2005,45000000,19377727,6.4,35140,0.430616155555556
"Anomalisa",2015,8000000,3442820,7.3,31489,0.4303525
"Repo Men",2010,32000000,13763130,6.3,87768,0.4300978125
"Being Julia",2004,18000000,7739049,7.1,10680,0.429947166666667
"Happy Christmas",2014,70000,30084,5.6,5507,0.429771428571429
"Boat Trip",2002,20000000,8586376,4.9,26598,0.4293188
"Abandon",2002,25000000,10719367,4.9,7909,0.42877468
"Luminarias",2000,1000000,428535,3.6,505,0.428535
"Lions for Lambs",2007,35000000,14998070,6.2,41170,0.428516285714286
"Goal! The Dream Begins",2005,10000000,4280577,6.8,50919,0.4280577
"Wicker Park",2004,30000000,12831121,7,44979,0.427704033333333
"Wicker Park",2004,30000000,12831121,7,44979,0.427704033333333
"The Rocker",2008,15000000,6409206,6.2,32311,0.4272804
"The Insider",1999,68000000,28965197,7.9,133526,0.425958779411765
"The Greatest Movie Ever Sold",2011,1500000,638476,6.6,13223,0.425650666666667
"Under the Rainbow",1981,20000000,8500000,5.4,2061,0.425
"Post Grad",2009,15000000,6373693,5.3,11498,0.424912866666667
"Jeff, Who Lives at Home",2011,10000000,4244155,6.5,56005,0.4244155
"The New World",2005,30000000,12712093,6.7,70771,0.423736433333333
"The Quiet",2005,900000,381186,6.4,13485,0.42354
"The Impossible",2012,45000000,18996755,7.6,145270,0.422150111111111
"Everybody's Fine",2009,21000000,8855646,7.2,49855,0.421697428571429
"The 6th Day",2000,82000000,34543701,5.9,100001,0.421264646341463
"The Sorcerer's Apprentice",2010,150000000,63143812,6.1,124185,0.420958746666667
"Celebrity",1998,12000000,5032496,6.3,20576,0.419374666666667
"Æon Flux",2005,62000000,25857987,5.5,110614,0.417064306451613
"The Huntsman: Winter's War",2016,115000000,47952020,6.1,37750,0.416974086956522
"Flight of the Intruder",1991,35000000,14587732,5.7,4795,0.416792342857143
"The Tree of Life",2011,32000000,13303319,6.7,136367,0.41572871875
"Beloved",1998,55000000,22843047,5.9,6082,0.415328127272727
"The Lone Ranger",2013,215000000,89289910,6.5,181792,0.415301906976744
"Straw Dogs",2011,25000000,10324441,5.8,27117,0.41297764
"The Wolfman",2010,150000000,61937495,5.8,89442,0.412916633333333
"Daylight",1996,80000000,32885565,5.8,53132,0.4110695625
"Chain Reaction",1996,50000000,20550712,5.6,40346,0.41101424
"From Justin to Kelly",2003,12000000,4922166,2.1,23606,0.4101805
"Gamer",2009,50000000,20488579,5.8,113483,0.40977158
"Melancholia",2011,7400000,3029870,7.1,128729,0.409441891891892
"Girl 6",1996,12000000,4903000,5,4961,0.408583333333333
"The Whole Ten Yards",2004,40000000,16323969,5.5,45775,0.408099225
"Thr3e",2006,2400000,978908,5.1,4057,0.407878333333333
"Free State of Jones",2016,50000000,20389967,6.7,3077,0.40779934
"Invaders from Mars",1986,12000000,4884663,5.5,5187,0.40705525
"Edtv",1999,55000000,22362500,6.1,35599,0.406590909090909
"Code Name: The Cleaner",2007,20000000,8104069,4.5,9785,0.40520345
"Inherent Vice",2014,20000000,8093318,6.7,61935,0.4046659
"Brokedown Palace",1999,25000000,10114315,6.4,18693,0.4045726
"Running Scared",2006,17000000,6855137,7.4,88590,0.403243352941176
"Mrs. Winterbourne",1996,25000000,10070000,6.2,5668,0.4028
"Connie and Carla",2004,20000000,8054280,6.3,6838,0.402714
"Catwoman",2004,100000000,40198710,3.3,87451,0.4019871
"I Don't Know How She Does It",2011,24000000,9639242,4.9,16437,0.401635083333333
"Black Nativity",2013,17500000,7017178,4.4,1633,0.4009816
"Hollywood Homicide",2003,75000000,30013346,5.3,31293,0.400177946666667
"The Greatest Story Ever Told",1965,20000000,8000000,6.6,6484,0.4
"Lawrence of Arabia",1962,15000000,6000000,8.4,192775,0.4
"Excessive Force",1993,3000000,1200000,5.1,922,0.4
"Snow Falling on Cedars",1999,36000000,14378353,6.8,12375,0.399398694444444
"Marie Antoinette",2006,40000000,15962471,6.4,79892,0.399061775
"Wyatt Earp",1994,63000000,25052000,6.6,35314,0.397650793650794
"In Dreams",1999,30000000,11900000,5.5,11003,0.396666666666667
"9½ Weeks",1986,17000000,6734844,5.9,29591,0.396167294117647
"Zero Effect",1998,5000000,1980338,7,12366,0.3960676
"Yes",2004,1000000,396035,6.9,2725,0.396035
"Michael Collins",1996,28000000,11030963,7.1,24145,0.393962964285714
"In the Cut",2003,12000000,4717455,5.3,18632,0.39312125
"The Life of David Gale",2003,50000000,19593740,7.5,88270,0.3918748
"Middle of Nowhere",2012,200000,78030,6.5,1034,0.39015
"Pride and Prejudice and Zombies",2016,28000000,10907291,5.8,23775,0.389546107142857
"The Golden Compass",2007,180000000,70083519,6.1,149019,0.389352883333333
"Dream House",2011,55000000,21283440,6,46239,0.386971636363636
"Original Sin",2001,42000000,16252765,6,44913,0.386970595238095
"The Majestic",2001,72000000,27796042,6.9,45031,0.386056138888889
"Wing Commander",1999,30000000,11576087,4.1,14747,0.385869566666667
"Bubble Boy",2001,13000000,5002310,5.6,25541,0.384793076923077
"The 13th Warrior",1999,85000000,32694788,6.6,101411,0.384644564705882
"The Phantom",1996,45000000,17300889,4.9,27648,0.3844642
"Bloody Sunday",2002,2000000,768045,7.7,19732,0.3840225
"Dredd",2012,35000000,13401683,7.1,203458,0.382905228571429
"Dredd",2012,35000000,13401683,7.1,203461,0.382905228571429
"Extraordinary Measures",2010,31000000,11854694,6.5,14281,0.382409483870968
"Bangkok Dangerous",2008,40000000,15279680,5.4,48245,0.381992
"Gulliver's Travels",2010,112000000,42776259,4.9,53160,0.381930883928571
"The Newton Boys",1998,27000000,10297897,6,8309,0.381403592592593
"Australia",2008,130000000,49551662,6.6,102338,0.381166630769231
"A Dangerous Method",2011,15000000,5702083,6.5,80617,0.380138866666667
"Poseidon",2006,160000000,60655503,5.6,82380,0.37909689375
"American Outlaws",2001,35000000,13264986,6,12077,0.3789996
"Birthday Girl",2001,13000000,4919896,6.1,21530,0.378453538461538
"Hackers",1995,20000000,7564000,6.2,54650,0.3782
"The BFG",2016,140000000,52792307,6.8,12572,0.377087907142857
"Albert Nobbs",2011,8000000,3014541,6.7,19616,0.376817625
"American Dreamz",2006,19000000,7156725,5.5,22639,0.376669736842105
"3000 Miles to Graceland",2001,42000000,15738632,5.9,38076,0.374729333333333
"Playing for Keeps",2012,35000000,13101142,5.7,23916,0.374318342857143
"Get Carter",2000,40000000,14967182,5.1,27305,0.37417955
"City by the Sea",2002,60000000,22433915,6.2,21319,0.373898583333333
"Kiss of Death",1995,40000000,14942422,5.9,14226,0.37356055
"Flags of Our Fathers",2006,90000000,33574332,7.1,101221,0.373048133333333
"At First Sight",1999,60000000,22326247,5.9,11232,0.372104116666667
"Into the Blue",2005,50000000,18472363,5.8,63599,0.36944726
"Doogal",2006,20000000,7382993,2.8,3851,0.36914965
"Highlander",1986,16000000,5900000,7.2,98629,0.36875
"Shattered Glass",2003,6000000,2207975,7.2,28855,0.367995833333333
"Speed Racer",2008,120000000,43929341,6.1,57873,0.366077841666667
"Antitrust",2001,30000000,10965209,6.1,25558,0.365506966666667
"Doomsday",2008,30000000,10955425,6,62770,0.365180833333333
"Kingdom of Heaven",2005,130000000,47396698,7.2,217373,0.364589984615385
"Machete Kills",2013,20000000,7268659,5.6,59248,0.36343295
"Lady in White",1988,4700000,1705139,6.7,4695,0.362795531914894
"Dead Man Down",2013,30000000,10880926,6.5,54147,0.362697533333333
"Ghosts of Mississippi",1996,36000000,13052741,6.7,8531,0.362576138888889
"Life or Something Like It",2002,40000000,14448589,5.8,19364,0.361214725
"Memoirs of an Invisible Man",1992,40000000,14358033,5.9,17365,0.358950825
"The Runaways",2010,10000000,3571735,6.6,39260,0.3571735
"The Family Stone",2005,17000000,6061759,6.3,49077,0.356574058823529
"Windtalkers",2002,115000000,40911830,6,55994,0.355755043478261
"The Limey",1999,9000000,3193102,7.1,24412,0.354789111111111
"Whatever Works",2009,15000000,5306447,7.2,58967,0.353763133333333
"Mallrats",1995,6000000,2122561,7.2,99033,0.353760166666667
"Wonder Boys",2000,55000000,19389454,7.4,54643,0.352535527272727
"K-19: The Widowmaker",2002,100000000,35168677,6.7,49311,0.35168677
"Rendition",2007,27500000,9664316,6.8,47203,0.351429672727273
"Play It to the Bone",1999,24000000,8427204,5.4,10100,0.3511335
"Green Zone",2010,100000000,35024475,6.9,110364,0.35024475
"The Young Messiah",2016,18500000,6462576,5.4,1449,0.349328432432432
"The East",2013,6500000,2268296,6.9,41856,0.348968615384615
"The In Crowd",2000,15000000,5217498,4.6,3668,0.3478332
"The Wackness",2008,6000000,2077046,7,27266,0.346174333333333
"Take Shelter",2011,5000000,1729969,7.4,68211,0.3459938
"Cirque du Freak: The Vampire's Assistant",2009,40000000,13838130,5.9,35990,0.34595325
"The Ghost Writer",2010,45000000,15523168,7.2,132423,0.344959288888889
"The Toxic Avenger Part II",1989,2300000,792966,5.1,4663,0.344767826086956
"The Bounty",1984,25000000,8600000,7,17982,0.344
"Buried",2010,3000000,1028658,7,118684,0.342886
"Gattaca",1997,36000000,12339633,7.8,220591,0.342767583333333
"The Adventures of Rocky & Bullwinkle",2000,76000000,26000610,4.1,16611,0.342113289473684
"Vera Drake",2004,11000000,3753806,7.7,20307,0.341255090909091
"A Walk on the Moon",1999,14000000,4741987,6.6,6782,0.338713357142857
"Hoodwinked Too! Hood vs. Evil",2011,30000000,10134754,4.8,9682,0.337825133333333
"The Fan",1996,55000000,18573791,5.8,38533,0.337705290909091
"Novocaine",2001,6000000,2025238,5.8,9589,0.337539666666667
"Redbelt",2008,7000000,2344847,6.8,18561,0.334978142857143
"Three Burials",2005,15000000,5023275,7.5,34194,0.334885
"The Deep End of the Ocean",1999,40000000,13376506,6.3,10413,0.33441265
"Jack the Giant Slayer",2013,195000000,65171860,6.3,106416,0.334214666666667
"Baby's Day Out",1994,50000000,16671505,5.9,33186,0.3334301
"Atlas Shrugged II: The Strike",2012,10000000,3333823,5.5,5612,0.3333823
"Dragonslayer",1981,18000000,6000000,6.7,10832,0.333333333333333
"Zoom",2006,35000000,11631245,4.2,15015,0.332321285714286
"Thumbsucker",2005,4000000,1325073,6.6,18762,0.33126825
"The Iron Giant",1999,70000000,23159305,8,128455,0.330847214285714
"Jakob the Liar",1999,15000000,4956401,6.5,12601,0.330426733333333
"Chill Factor",1999,34000000,11227940,5.2,8367,0.330233529411765
"Happily N'Ever After",2006,47000000,15519841,4.5,8693,0.330209382978723
"The Spirit",2008,60000000,19781879,4.8,53864,0.329697983333333
"Charlie Bartlett",2007,12000000,3950294,7,56654,0.329191166666667
"Gracie",2007,9000000,2955039,6.2,3624,0.328337666666667
"Strange Wilderness",2008,20000000,6563357,5.3,18571,0.32816785
"Ed Wood",1994,18000000,5887457,7.9,142416,0.327080944444444
"Inside Deep Throat",2005,2000000,653621,6.8,5615,0.3268105
"The Shipping News",2001,35000000,11405825,6.8,28542,0.325880714285714
"Moonlight Mile",2002,21000000,6830957,6.7,11983,0.325283666666667
"Dancer in the Dark",2000,12800000,4157491,8,79330,0.324803984375
"Beautiful Creatures",2013,60000000,19445217,6.2,67796,0.32408695
"Harley Davidson and the Marlboro Man",1991,23000000,7434726,6,14473,0.323248956521739
"Suspect Zero",2004,27000000,8712564,5.9,16555,0.322687555555556
"Babylon A.D.",2008,70000000,22531698,5.6,81523,0.3218814
"Little Boy",2015,20000000,6420319,7.4,15978,0.32101595
"Another Year",2010,10000000,3205244,7.3,23629,0.3205244
"Hart's War",2002,60000000,19076815,6.3,43651,0.317946916666667
"Two Brothers",2004,59660000,18947630,7.1,11798,0.317593530003352
"Mystery, Alaska",1999,28000000,8888143,6.7,22250,0.317433678571429
"RocknRolla",2008,18000000,5694401,7.3,194489,0.316355611111111
"Duets",2000,15000000,4734235,6,8217,0.315615666666667
"Feardotcom",2002,42000000,13208023,3.3,17309,0.314476738095238
"The Young Victoria",2009,35000000,10991381,7.3,44931,0.314039457142857
"The Astronaut's Wife",1999,34000000,10654581,5.3,45497,0.313370029411765
"The Astronaut's Wife",1999,34000000,10654581,5.3,45500,0.313370029411765
"Dragon Wars: D-War",2007,35000000,10956379,3.6,21506,0.3130394
"Pandorum",2009,33000000,10326062,6.8,121432,0.31291096969697
"Battleship",2012,209000000,65173160,5.9,202382,0.311833301435407
"The Work and the Glory II: American Zion",2005,6500000,2024854,6.6,564,0.311516
"Willard",2003,22000000,6852144,6.2,15169,0.311461090909091
"Lonesome Jim",2005,500000,154077,6.6,6884,0.308154
"A Dog of Flanders",1999,7000000,2148212,6.3,781,0.306887428571429
"Catch a Fire",2006,14000000,4291965,6.7,9334,0.306568928571429
"Malone",1987,10000000,3060858,5.6,1768,0.3060858
"Pink Narcissus",1971,27000,8231,6.7,803,0.304851851851852
"Envy",2004,40000000,12181484,4.8,26390,0.3045371
"The House of Mirth",2000,10000000,3041803,7.1,6377,0.3041803
"The Last Witch Hunter",2015,90000000,27356090,6,58752,0.303956555555556
"The Last Castle",2001,60000000,18208078,6.9,57100,0.303467966666667
"Titan A.E.",2000,75000000,22751979,6.6,52244,0.30335972
"Deceptive Practice: The Mysteries and Mentors of Ricky Jay",2012,500000,151389,7.1,774,0.302778
"Bringing Out the Dead",1999,55000000,16640210,6.8,53028,0.302549272727273
"Hollywood Ending",2002,16000000,4839383,6.6,21613,0.3024614375
"Ghosts of Mars",2001,28000000,8434601,4.9,43006,0.30123575
"Take Me Home Tonight",2011,23000000,6923891,6.3,43867,0.301038739130435
"Astro Boy",2009,65000000,19548064,6.3,25681,0.300739446153846
"Speed 2: Cruise Control",1997,160000000,48068396,3.7,60573,0.300427475
"Chasing Mavericks",2012,20000000,6002756,7.2,24997,0.3001378
"Sabotage",2014,35000000,10499968,5.7,47498,0.299999085714286
"Sabotage",2014,35000000,10499968,5.7,47502,0.299999085714286
"xXx: State of the Union",2005,87000000,26082914,4.3,51349,0.299803609195402
"Flawless",1999,15000000,4485485,6.4,14612,0.299032333333333
"Rock Star",2001,57000000,16991902,6.2,34592,0.298103543859649
"Cheap Thrills",2013,200000,59379,6.8,12796,0.296895
"Elizabeth: The Golden Age",2007,55000000,16264475,6.9,54787,0.295717727272727
"The Joneses",2009,5000000,1474508,6.5,33473,0.2949016
"Auto Focus",2002,7000000,2062066,6.6,11387,0.294580857142857
"Warcraft",2016,160000000,46978995,7.3,111609,0.29361871875
"Whiteout",2009,35000000,10268846,5.5,31918,0.2933956
"I, Frankenstein",2014,65000000,19059018,5.1,65709,0.293215661538462
"Imagine That",2009,55000000,16088610,5.6,10417,0.292520181818182
"Unfinished Business",2015,35000000,10214013,5.4,23072,0.291828942857143
"May",2002,500000,145540,6.7,26773,0.29108
"Solitary Man",2009,15000000,4360548,6.4,13371,0.2907032
"Pompeii",2014,80000000,23219748,5.6,84508,0.29024685
"The Apparition",2012,17000000,4930798,4.1,16268,0.290046941176471
"A Simple Wish",1997,28000000,8119205,5.4,4288,0.289971607142857
"The Fountain",2006,35000000,10139254,7.3,190990,0.289692971428571
"The Walk",2015,35000000,10137502,7.4,77394,0.289642914285714
"The Curse of the Jade Scorpion",2001,26000000,7496522,6.8,31798,0.288327769230769
"Inkheart",2008,60000000,17281832,6.1,60232,0.288030533333333
"Knock Off",1998,35000000,10076136,4.8,11512,0.2878896
"Antarctica: A Year on Ice",2013,1000000,287761,7.6,2482,0.287761
"A Most Violent Year",2014,20000000,5749134,7,45799,0.2874567
"Mercy Streets",2000,600000,171988,5.6,448,0.286646666666667
"The Hoax",2006,25000000,7156933,6.7,14581,0.28627732
"Romeo Is Bleeding",1993,11500000,3275585,6.6,10735,0.28483347826087
"An Unfinished Life",2005,30000000,8535575,7,24033,0.284519166666667
"Showdown in Little Tokyo",1991,8000000,2275557,6,12561,0.284444625
"The Island",2005,126000000,35799026,6.9,263329,0.284119253968254
"The Island",2005,126000000,35799026,6.9,263336,0.284119253968254
"Hard Rain",1998,70000000,19819494,5.8,26893,0.283135628571429
"Kiss Kiss Bang Bang",2005,15000000,4235837,7.6,175962,0.282389133333333
"Ishtar",1987,51000000,14375181,4.2,8692,0.281866294117647
"Detroit Rock City",1999,15000000,4193025,6.8,30682,0.279535
"Chloe",2009,11000000,3074838,6.3,56264,0.279530727272727
"Killing Zoe",1993,1500000,418953,6.5,17322,0.279302
"The Battle of Shaker Heights",2003,1000000,279282,6.1,3806,0.279282
"Martian Child",2007,27000000,7486906,6.8,17436,0.277292814814815
"John Carter",2012,263700000,73058679,6.6,212204,0.277052252559727
"The Guru",2002,11000000,3034181,5.4,13622,0.275834636363636
"Taxi to the Dark Side",2007,1000000,274661,7.7,10564,0.274661
"Point Break",2015,105000000,28772222,5.3,33953,0.274021161904762
"Point Break",2015,105000000,28772222,5.3,33958,0.274021161904762
"Prison",1987,1300000,354704,5.9,2705,0.272849230769231
"All the Pretty Horses",2000,57000000,15527125,5.8,11388,0.272405701754386
"On the Line",2001,16000000,4356743,4.1,3662,0.2722964375
"Treasure Planet",2002,140000000,38120554,7.1,71527,0.272289671428571
"Megiddo: The Omega Code 2",2001,22000000,5974653,4.1,2253,0.271575136363636
"Rollerball",2002,70000000,18990542,3,22264,0.271293457142857
"Nixon",1995,50000000,13560960,7.1,23996,0.2712192
"White Squall",1996,38000000,10300000,6.6,17859,0.271052631578947
"The Three Musketeers",2011,75000000,20315324,5.8,88542,0.270870986666667
"The Believer",2001,1500000,406035,7.2,30314,0.27069
"The Mighty Macs",2009,7000000,1889522,6.5,1119,0.269931714285714
"Jupiter Ascending",2015,176000000,47375327,5.4,139593,0.269177994318182
"The Legend of Hercules",2014,70000000,18821279,4.2,44891,0.268875414285714
"The Other Dream Team",2012,500000,133778,8.4,3086,0.267556
"The Last Stand",2013,45000000,12026670,6.4,114241,0.267259333333333
"Beyond the Sea",2004,23000000,6144806,6.7,12821,0.26716547826087
"King's Ransom",2005,15000000,4006906,4.1,3229,0.267127066666667
"Megaforce",1982,20000000,5333658,3.5,2541,0.2666829
"The Gunman",2015,40000000,10640645,5.8,28429,0.266016125
"Cloud Atlas",2012,102000000,27098580,7.5,284825,0.265672352941176
"Two Lovers",2008,12000000,3148482,7.1,29613,0.2623735
"Looney Tunes: Back in Action",2003,80000000,20950820,5.7,24183,0.26188525
"Bandslam",2009,20000000,5205343,6.4,11958,0.26026715
"The Lost City",2005,9600000,2483955,6.7,8369,0.2587453125
"R.I.P.D.",2013,130000000,33592415,5.6,91640,0.258403192307692
"The Perez Family",1995,11000000,2832826,6.2,1761,0.257529636363636
"Alone in the Dark",2005,20000000,5132655,2.3,37626,0.25663275
"Return to the Blue Lagoon",1991,11000000,2807854,5.1,14129,0.255259454545455
"Somewhere",2010,7000000,1768416,6.3,35848,0.252630857142857
"The Man",2005,33000000,8326035,5.5,21933,0.252304090909091
"How Do You Know",2010,120000000,30212620,5.3,35066,0.251771833333333
"Birth",2004,20000000,5005883,6.1,29649,0.25029415
"Our Brand Is Crisis",2015,28000000,6998324,6.1,11476,0.249940142857143
"In the Heart of the Sea",2015,100000000,24985612,7,71782,0.24985612
"Limbo",1999,8000000,1997807,7.1,5158,0.249725875
"Red Planet",2000,70000000,17473245,5.7,47612,0.249617785714286
"Session 9",2001,1500000,373967,6.5,43839,0.249311333333333
"Harry Brown",2009,7300000,1818681,7.2,74435,0.249134383561644
"We Need to Talk About Kevin",2011,7000000,1738692,7.5,95529,0.248384571428571
"Taking Woodstock",2009,30000000,7443007,6.7,24663,0.248100233333333
"Deep Rising",1998,45000000,11146409,6,26551,0.247697977777778
"The Railway Man",2013,18000000,4435083,7.1,27882,0.2463935
"Hudson Hawk",1991,70000000,17218080,5.7,43376,0.245972571428571
"Nine",2009,80000000,19673424,5.8,37446,0.2459178
"Hamlet",1996,18000000,4414535,7.8,30618,0.245251944444444
"Hamlet",1996,18000000,4414535,7.8,30618,0.245251944444444
"Resurrecting the Champ",2007,13000000,3169424,6.8,18442,0.243801846153846
"Timeline",2003,80000000,19480739,5.6,53057,0.2435092375
"Blue Ruin",2013,1066167,258113,7.1,42678,0.242094343569066
"Duplex",2003,40000000,9652000,5.8,46205,0.2413
"The Express",2008,40000000,9589875,7.3,16673,0.239746875
"The Visual Bible: The Gospel of John",2003,17000000,4068087,7.7,2164,0.239299235294118
"Mandela: Long Walk to Freedom",2013,35000000,8324748,7.1,21223,0.237849942857143
"Factory Girl",2006,7000000,1654367,6.4,18355,0.236338142857143
"Young Sherlock Holmes",1985,18000000,4250320,6.8,14870,0.236128888888889
"Iris",2001,5500000,1292119,7.1,14786,0.234930727272727
"Stealth",2005,135000000,31704416,5,45455,0.234847525925926
"Final Fantasy: The Spirits Within",2001,137000000,32131830,6.4,72259,0.234538905109489
"Hobo with a Shotgun",2011,3000000,703002,6.1,37495,0.234334
"Brotherly Love",2015,1900000,444044,7.2,744,0.233707368421053
"Bucky Larson: Born to Be a Star",2011,10000000,2331318,3.3,9541,0.2331318
"Pan",2015,150000000,34964818,5.8,39956,0.233098786666667
"Pan",2015,150000000,34964818,5.8,39956,0.233098786666667
"Pan",2015,150000000,34964818,5.8,39975,0.233098786666667
"Transcendence",2014,100000000,23014504,6.3,172707,0.23014504
"Mother and Child",2009,4825000,1110286,7.2,9727,0.230111088082902
"Gods and Generals",2003,56000000,12870569,6.3,13215,0.229831589285714
"Babe: Pig in the City",1998,80000000,18318000,5.8,24868,0.228975
"Punisher: War Zone",2008,35000000,7948159,6,48999,0.227090257142857
"Underclassman",2005,25000000,5654777,4.1,4875,0.22619108
"Snow Flower and the Secret Fan",2011,6000000,1346503,6.1,3024,0.224417166666667
"Jonah Hex",2010,47000000,10539414,4.7,45729,0.22424285106383
"Clay Pigeons",1998,8000000,1789892,6.6,9494,0.2237365
"Alfie",2004,60000000,13395939,6.2,43442,0.22326565
"Gods of Egypt",2016,140000000,31141074,5.5,51892,0.222436242857143
"Soul Survivors",2001,14000000,3100650,3.9,7277,0.221475
"Alexander",2004,155000000,34293771,5.5,138863,0.221250135483871
"Pushing Tin",1999,38000000,8406264,6,24826,0.221217473684211
"Say It Isn't So",2001,25000000,5516708,4.9,11375,0.22066832
"Light Sleeper",1992,5000000,1100000,6.8,3665,0.22
"The Postman",1997,80000000,17593391,6,56403,0.2199173875
"All the Real Girls",2003,2500000,548712,6.9,9233,0.2194848
"47 Ronin",2013,175000000,38297305,6.3,116994,0.218841742857143
"Supernova",2000,65000000,14218868,4.8,14596,0.218751815384615
"This Is England",2006,1500000,327919,7.7,99177,0.218612666666667
"Bamboozled",2000,10000000,2185266,6.5,8720,0.2185266
"Around the World in 80 Days",2004,110000000,24004159,5.8,68720,0.218219627272727
"Around the World in 80 Days",2004,110000000,24004159,5.8,68722,0.218219627272727
"Flyboys",2006,60000000,13082288,6.6,35565,0.218038133333333
"The Jacket",2005,29000000,6301131,7.1,92850,0.217280379310345
"The Machinist",2004,5000000,1082044,7.7,281649,0.2164088
"Mirrormask",2005,4000000,864959,6.9,20275,0.21623975
"Drive Angry",2011,50000000,10706786,5.5,81800,0.21413572
"A Good Year",2006,35000000,7458269,6.9,70698,0.2130934
"Gossip",2000,24000000,5108820,5.9,12519,0.2128675
"Flash of Genius",2008,20000000,4234040,7,14301,0.211702
"Sin City: A Dame to Kill For",2014,65000000,13750556,6.5,111102,0.211547015384615
"Wonderland",2003,5000000,1056102,6.6,18792,0.2112204
"Mad City",1997,50000000,10556196,6.2,16562,0.21112392
"Little Children",2006,26000000,5459824,7.6,92781,0.209993230769231
"The Alamo",2004,107000000,22406362,6,16832,0.209405252336449
"The Alamo",2004,107000000,22406362,6,16832,0.209405252336449
"The Merchant of Venice",2004,18000000,3752725,7.1,29715,0.208484722222222
"The Scarlet Letter",1995,50000000,10400000,5.1,12037,0.208
"Dragonball: Evolution",2009,45000000,9353573,2.7,56451,0.207857177777778
"Midnight Special",2016,18000000,3707794,6.7,31359,0.205988555555556
"Spider",2002,8000000,1641788,6.8,30096,0.2052235
"The World's Fastest Indian",2005,25000000,5128124,7.9,44198,0.20512496
"Spun",2002,2000000,410241,6.8,32357,0.2051205
"Ballistic: Ecks vs. Sever",2002,70000000,14294842,3.6,16761,0.204212028571429
"Cry Freedom",1987,29000000,5899797,7.5,9913,0.203441275862069
"Domino",2005,50000000,10137232,6,58015,0.20274464
"Son of the Mask",2005,84000000,17010646,2.2,40751,0.20250769047619
"The Order",2003,38000000,7659747,5.1,14962,0.201572289473684
"The Vatican Tapes",2015,8495000,1712111,4.5,7199,0.201543378457916
"Holy Man",1998,60000000,12065985,4.9,16260,0.20109975
"Idle Hands",1999,20000000,4002955,6.2,33745,0.20014775
"I'm Not There.",2007,20000000,4001121,7,48346,0.20005605
"Darling Lili",1970,25000000,5000000,6.2,1547,0.2
"The Barbarians",1987,4000000,800000,4.8,2308,0.2
